This worksheet includes one table, with columns A through AX. Blank cells within the table indicate that there is no data for that element.  The table includes data, organized by district, such as county and district codes and names.  The table also includes basic information about the district such as address, website, and contacts. Districts with county code 80 are charter districts and the county name listed is the host county. District 1431 is a state agency that is in Mercer County.
New Jersey School Directory
Public School Districts
County Code,County Name,District Code,District Name,Chrt Sch Code,Supt. Title,Supt. First Name,Supt. Last Name,Supt. Title 2,Supt. EMail,Address1,Address2,City,State,Zip,Mailing Address1,Mailing Address2,Mailing Address3,Mailing City,Mailing State,Mailing Zip,Mailing Zip+4,Phone,BA Title1,BA First Name,BA Last Name,BA Email,BA Title2,SEC Title1,SEC First Name,SEC Last Name,SEC Title2,HIB Title1,HIB First Name,HIB Last Name,HIB Title2,State Testing Coor. Title1,State Testing Coor. First Name,State Testing Coor. Last Name,State Testing Coor. Title2,PARCC IT Con. Title1,PARCC IT Con. First Name,PARCC IT Con. Last Name,PARCC IT Con. Title2,School Safety Specialist Title1,School Safety Specialist First Name,School Safety Specialist Last Name,School Safety Specialist Title2,Website,NCES ID
="80",PASSAIC,="6021","Community Charter School of Paterson",="905","Mr.","Ira","Griffith","Lead of Charter School (District Level)",igriffith@ccsp.org,75 Spruce St, ,Paterson,NJ,="07501-1720",75 Spruce St,,,Paterson,NJ,="07501",="1720",973-413-2057 ,"","","",,,Ms.,Dana,Williams,"Special Ed. Coordinator","Ms.","Tiara","Williams","Anti-Bullying Coordinator","Mr.","Thomas","O'Grady","Dist. Coordinator of State Testing","","","","","Ms.","Renaysa","Schratz","School Safety Specialist",www.ccsp.org,="3400718"
="31",PASSAIC,="1920","Haledon Public School District",="","Mr.","Christopher","Wacha","Superintendent",cwacha@haledon.org,91 Henry Street, ,Haledon,NJ,="07508",91 Henry Street,,,Haledon,NJ,="07508",="",973-790-9000,"Ms.","Lameka","Augustin",laugustin@mrhs.net,B. A. / Board Secretary,Mr.,Roberto,Mendez,"Director of Special Education","Mr.","David","Sposato","Anti-Bullying Coordinator","Ms.","Jennifer","Pulizzano","Dist. Coordinator of State Testing","","","","","Mrs.","Jennifer","Pulizzano","School Safety Specialist",www.haledon.org,="3406450"
="31",PASSAIC,="2100","Hawthorne Public School District",="","Mr.","Matthew","Mignanelli","Chief School Administrator",MMignanelli@hawthorne.k12.nj.us,194 Warburton Avenue, ,Hawthorne,NJ,="07506",194 Warburton Avenue,,,Hawthorne,NJ,="07506",="",973-427-1300 x2088,"Mrs.","Sandy","Vicale",svicale@hawthorne.k12.nj.us,School Business Administrator,Mr.,Steve,Serra,"Supervisor of Special Education Services","Dr.","Debora","Pfeifer","Anti-Bullying Coordinator","Dr.","Kristen","Trabona","Director of Student Achievement","Mr.","Tamer","Mamkej","LEA Assessment IT Contact","Mr.","Art","Mazzacca","School Safety Specialist",https://www.hawthorneschools.org/,="3406990"
="80",PASSAIC,="6079","John P Holland Charter School School District",="964","Ms.","Christina","Scano","Lead of Charter School (District Level)",cscano@johnpholland.com,5 Garret Mountain Plaza, ,Woodland Park,NJ,="07424",5 Garret Mountain Plaza,,,Woodland Park,NJ,="07424",="",973-345-2212,"Dr.","Brian","Falkowski",info@sboffice.com,School Business Administrator,Mrs.,Marlene,Brandao,"Director of Student Services","Mrs.","Marlene","Brandao","Anti-Bullying Coordinator","Mrs.","Alisa","Shupak","Dist. Coordinator of State Testing","Mr.","Giuseppe","Lepiani","LEA Assessment IT Contact","Mr.","Mark","Hue","School Safety Specialist",www.jphcs.org,="3400748"
="31",PASSAIC,="2510","Lakeland Regional High School District",="","Mr.","Kenneth","Rota","Superintendent",krota@lakeland.k12.nj.us,205 Conklintown Road, ,Wanaque,NJ,="07465-2198",205 Conklintown Road,,,Wanaque,NJ,="07465",="2198",973-835-1900 x118,"Ms.","Debra","Andreniuk",dandreniuk@lakeland.k12.nj.us,B. A. / Board Secretary,Mrs.,Audrey,Poggioli,"Director of Child Study Team","Mr.","Daminao","Conforti","Anti-Bullying Coordinator","Ms.","Jamie","Cawley","Dist. Coordinator of State Testing","Mr.","David","Bochkay","LEA Assessment IT Contact","Mr.","Daminao","Conforti","School Safety Specialist",www.lakeland.k12.nj.us,="3408190"
="31",PASSAIC,="2700","Little Falls Township Public School District",="","Mrs.","Tracey","Marinelli","Chief School Administrator",tmarinelli@lfschools.org,Little Falls School # 1,32 Stevens Ave. ,Little Falls,NJ,="07424-1082",Little Falls School # 1,32 Stevens Ave.,,Little Falls,NJ,="07424",="1082",973-256-1034,"Mrs.","Melissa","Sanzari-Stevens",mstevens@lfschools.org,B. A. / Board Secretary,Ms.,Dawn,Daura,"Supervisor of Special Services","Mr.","Matthew","Rohllf","Anti-Bullying Coordinator","Mrs.","Elba","Castrovinci","Dist. Coordinator of State Testing","Mr.","Nick","Franciosa","LEA Assessment IT Contact","Mr.","Charles","Smith","School Safety Specialist",www.lfschools.org,="3408730"
="31",PASSAIC,="3640","North Haledon School District",="","Mrs.","Stephanie","Bonaparte","Superintendent",sbonaparte@nhschools.net,201 Squaw Brook Rd., ,North Haledon,NJ,="07508",201 Squaw Brook Rd.,,,North Haledon,NJ,="07508",="",973-427-8993,"Mr.","Christopher","Stanziale",cstanziale@nhschools.net,B. A. / Board Secretary,Ms.,Rosa,Barreira,"Director of Student Services","Mr.","Nicholas","Angrisani","Anti-Bullying Coordinator","Ms.","Rosa","Barreira","Dist. Coordinator of State Testing","Mr.","Dean","Atkinson","LEA Assessment IT Contact","Mrs.","Melissa","Tait","School Safety Specialist",www.nhschools.net/nh,="3411550"
="31",PASSAIC,="3975","Northern Region Educational Services Commission",="","Dr.","Nicholas","Vancheri","Superintendent",nvancheri@nresc.org,82 Totowa Road,Suite 2 ,Wayne,NJ,="07470",82 Totowa Road,Suite 2,,Wayne,NJ,="07470",="",973-614-8585 ,"Mrs.","Ann","Kluck",akluck@nresc.org,B. A. / Board Secretary,Ms.,Nancy,Finelli,"Supervisor of Special Services","Ms.","Ayanna","Thorne","Anti-Bullying Coordinator","Ms.","Ayanna","Thorne","Dist. Coordinator of State Testing","Mr.","Brian","Zinn","LEA Assessment IT Contact","Ms.","Ayanna","Thorne","School Safety Specialist",www.nresc.org,="3480364"
="80",PASSAIC,="6080","Passaic Arts and Science Charter School",="966","Dr.","Nihat","Guvercin","Lead of Charter School (District Level)",nguvercin@ilearnschools.org,7 St. Francis Way, ,Passaic,NJ,="07055",33-00 Broadway,iLearn Schools,Suite 301,Fair Lawn,NJ,="07410",="",201-773-9140,"Mr.","Mustafa","Coban",mcoban@ilearnschools.org,B. A. / Board Secretary,Ms.,Marjorie,Renahan,"Supervisor of Special Education Services","Mrs.","Donna","Giovia","Anti-Bullying Coordinator","Ms.","Dawn","Fantasia","Dist. Coordinator of State Testing","","","","","","","","",https://ilearnschools.org/passaic-arts-science-charter-school/,="3400745"
="31",PASSAIC,="3970","Passaic City School District",="","Dr.","Sandra","Montanez-Diodonet","Superintendent",smdiodonet@passaicschools.org,663 Main Avenue, ,Passaic,NJ,="07055-4828",P.O. Box 388,,,Passaic,NJ,="07055",="4828",973-470-5201,"Mr.","Lamont","Zachary",lzachary@passaicschools.org,Business Administrator,Mrs.,Cynthia,Costa,"Director of Special Education","Mr.","Luis","Colon","Anti-Bullying Coordinator","Mrs.","Stefania","Duarte","Dist. Coordinator of State Testing","Mr.","Amanuel","Teklu","LEA Assessment IT Contact","Mr.","Jeffrey","Truppo","School Safety Specialist",www.passaicschools.org/,="3412540"
="31",PASSAIC,="3980","Passaic County Manchester Regional High School District",="","Mr.","John","Coviello","Superintendent",jcoviello@mrhs.net,70 CHURCH STREET, ,HALEDON,NJ,="07508",70 CHURCH STREET,,,HALEDON,NJ,="07508",="",973-389-2841,"Ms.","Lameka","Augustin",laugustin@mrhs.net,B. A. / Board Secretary,Mr.,Roberto,Mendez,"Supervisor of Special Education Services","Mr.","Jonathan","Banta","Anti-Bullying Coordinator","Mr.","Jonathan","Banta","Dist. Coordinator of State Testing","Mr.","Patrick","Pagani","LEA Assessment IT Contact","Ms.","Megan","Ala","School Safety Specialist",WWW.MRHS.NET,="3412600"
="31",PASSAIC,="3995","Passaic County Technical-Vocational School District",="","Mr.","Joseph","Sabbath","Chief School Administrator",jsabbath@pctvs.org,45 Reinhardt Road, ,Wayne,NJ,="07470-2210",45 Reinhardt Road,,,Wayne,NJ,="07470",="2210",973-389-4201,"Mrs.","Christine","Kahwaty",ckahwaty@pcti.tec.nj.us,B. A. / Board Secretary,Ms.,Michele,Rizzo,"Director of Special Education","Ms.","Catiana","Valik","Anti-Bullying Coordinator","Dr.","Ines","Drummond","Dist. Coordinator of State Testing","Dr.","Roberto","Rubino","LEA Assessment IT Contact","Mr.","Kenneth","McDaniel","School Safety Specialist",www.pctvs.org,="3412630"
="31",PASSAIC,="3990","Passaic Valley Regional High School District",="","Dr.","Bracken","Healy","Superintendent",healyb@pvrhs.org,100 EAST  MAIN  STREET, ,LITTLE FALLS,NJ,="07424",100 EAST  MAIN  STREET,,,LITTLE FALLS,NJ,="07424",="",973-890-2561,"Mr.","Colin","Monahan",monahanc@pvrhs.org,School Business Administrator,Ms.,Kelly,O'Brien,"Director of Special Education","Mr.","Dave","Settembre","Anti-Bullying Coordinator","Mr.","Kevin","Haimowitz","Dist. Coordinator of State Testing","Mr.","Chris","Clementi","LEA Assessment IT Contact","Mr.","David","Settembre","School Safety Specialist",www.pvrhs.org,="3412570"
="80",PASSAIC,="6096","Paterson Arts and Science Charter School",="982","Dr.","Nihat","Guvercin","Lead of Charter School (District Level)",nguvercin@ilearnschools.org,225 Grand Street, ,Paterson,NJ,="07501",33-00 Broadway,iLearn Schools,Suite 301,Fair Lawn,NJ,="07410",="",201-773-9140,"Mr.","Mustafa","Coban",mcoban@ilearnschools.org,B. A. / Board Secretary,Ms.,Marjorie,Renahan,"Supervisor of Special Education Services","Mrs.","Donna","Giovia","Anti-Bullying Coordinator","Ms.","Dawn","Fantasia","Dist. Coordinator of State Testing","","","","","","","","",https://ilearnschools.org/paterson-arts-science-charter-school/,=""
="80",PASSAIC,="7503","Paterson Charter School for Science and Technology",="970","Mr.","Ali","Gurcanli","Lead of Charter School (District Level)",riza.gurcanli@pcsst.org,196 W Railway Ave, ,Paterson,NJ,="07503",196 W Railway Ave,,,Paterson,NJ,="07503",="",973-247-0600,"Mr.","Matt","Anar",matt.anar@pcsst.org,B. A. / Board Secretary,Mrs.,Hurisa,Guvercin,"Supervisor of Special Education Services","Ms.","Patricia","Stephenson","Anti-Bullying Coordinator","Dr.","Mursel","Gunes","Dist. Coordinator of State Testing","","","","","Mr.","Sakin","Cebeci","School Safety Specialist",www.pcsst.org,="3400087"
="80",PASSAIC,="7899","Paterson Preparatory Charter School",="925","Ms.","Katie","Ibeh","Lead of Charter School (District Level)",lead@patersonpep.org,190 Oliver Street, ,Paterson,NJ,="07505",190 Oliver Street,,,Paterson,NJ,="07505",="",347-523-8905 ,"Mr.","Richard","Pressler",sba@patersonprep.org,B. A. / Board Secretary,Ms.,Kara,Brockett,"Director of Student Services","Ms.","Katie","Ibeh","Anti-Bullying Coordinator","Mrs.","Marya","Shukla","Dist. Coordinator of State Testing","Mr.","Cody","Tanner","LEA Assessment IT Contact","","","","",https://patersonprep.org/,="3480367"
="31",PASSAIC,="4010","Paterson Public School District",="","Dr.","Laurie","Newell","State District Superintendent",lnewell@paterson.k12.nj.us,90 Delaware Avenue, ,Paterson,NJ,="07503",90 Delaware Avenue,,,Paterson,NJ,="07503",="",973-321-0980,"Ms.","June","Gray",jgray@paterson.k12.nj.us,Business Administrator,Ms.,Cheryl,Coy,"Asst. Supt. Of Special Education","Ms.","Monique","McKay","Anti-Bullying Coordinator","Mr.","Luis","Valentin","Dist. Coordinator of State Testing","Dr.","Laurie","Newell","LEA Assessment IT Contact","Mr.","Dalton","Price","School Safety Specialist",www.paterson.k12.nj.us,="3412690"
="80",PASSAIC,="6106","Philip's Academy Charter School of Paterson",="997","Dr.","Dowayne","Davis","Chief School Administrator",ddavis@pacspaterson.org,124 Madison Avenue, ,Paterson,NJ,="07524",124 Madison Avenue,,,Paterson,NJ,="07524",="",973-247-8920,"Ms.","Kristina","Edgar",khaugen@sboffice.com,School Business Administrator,Ms.,Whitney,Lluen,"Director of Special Education","Ms.","Noel","Johnson","Anti-Bullying Coordinator","Dr.","Dowayne","Davis","Dist. Coordinator of State Testing","","","","","Ms.","Marj","Kush","School Safety Specialist",www.pacspaterson.org,=""
="31",PASSAIC,="4230","Pompton Lakes School District",="","Dr.","Paul","Amoroso","Chief School Administrator",pamoroso@plps.org,237 VAN AVENUE, ,POMPTON LAKES,NJ,="07442",237 VAN AVENUE,,,POMPTON LAKES,NJ,="07442",="",973-835-7100 x1508,"Mrs.","Angela","Spasevski",aspasevski@plps.org,B. A. / Board Secretary,Mrs.,Lauren,Aiello,"Director of Special Education","Mrs.","Katie","Miceli","Anti-Bullying Coordinator","Dr.","Jayne","Tanis","Dist. Coordinator of State Testing","Mr.","Kevin","Hazell","LEA Assessment IT Contact","Dr.","Jake","Herninko","School Safety Specialist",https://plps-k12.org/en-us,="3413350"
="31",PASSAIC,="4270","Prospect Park Public School District",="","Mr.","Hector","Montes","Superintendent",hmontes@prospectparknj.com,94 Brown Avenue, ,Prospect Park,NJ,="07508",94 Brown Avenue,,,Prospect Park,NJ,="07508",="",973-790-7909 x1603,"Ms.","Karen","Johnson",kjohnson@prospectparknj.com,Business Administrator,Mrs.,Catherine,DArrigo,"Director of Special Education","Ms.","Altisha","Glaster","Anti-Bullying Coordinator","Dr.","Erin","Stinson","Dist. Coordinator of State Testing","","Patrick","Pagani","LEA Assessment IT Contact","Mr.","Hector","Montes","School Safety Specialist",www.prospectparknj.com,="3413470"
="31",PASSAIC,="4400","Ringwood School District",="","Dr.","Kevin","Brentnall","Superintendent",brentnallk@njrps.org,121 Carletondale Road, ,Ringwood,NJ,="07456",121 Carletondale Road,,,Ringwood,NJ,="07456",="",973-962-7500 x7100,"Mrs.","Sheryl","Leidig",leidigs@njrps.org,School Business Administrator,Ms.,Janine,Figurelli,"Director of Special Education","Mr.","Daniel","Royce","Anti-Bullying Coordinator","Mrs.","Carolyn","Leonard","Dist. Coordinator of State Testing","Mr.","Christian","Acosta","LEA Assessment IT Contact","Mr.","David","Waxman","School Safety Specialist",www.njrps.org,="3413860"
="31",PASSAIC,="5200","Totowa Public School District",="","","Patricia","Capitelli","Chief School Administrator",patricia.capitelli@totowa.k12.nj.us,294 Totowa Road, ,Totowa,NJ,="07512",294 Totowa Road,,,Totowa,NJ,="07512",="",973-956-0010 x2001,"","Vincent","Varcadipane",vincent.varcadipane@totowa.k12.nj.us,Business Administrator,,Lauren,Terranova,"Director of Special Education","","Patricia","Capitelli","Anti-Bullying Coordinator","","Lauren","Terranova","Dist. Coordinator of State Testing","","Alvin","Cheng","LEA Assessment IT Contact","","Patricia","Capitelli","School Safety Specialist",www.totowa.k12.nj.us,="3416260"
="31",PASSAIC,="5440","Wanaque School District",="","Mr.","Matthew","Murphy","Interim Superintendent",mmurphy@wanaqueps.org,973A Ringwood Avenue, ,Haskell,NJ,="07420-1322",973A Ringwood Avenue,,,Haskell,NJ,="07420",="1322",973-835-8200,"Mrs.","Nancy","DiBartolo",ndibartolo@wanaqueps.org,B. A. / Board Secretary,Mrs.,Paula,Greggo,"Director of Child Study Team","Mrs.","Tara","Scognamiglio","Anti-Bullying Coordinator","Mrs.","Gina","Berry","Dist. Coordinator of State Testing","Mr.","Fernando","Hache","LEA Assessment IT Contact","Mr.","William","Mullanaphy","School Safety Specialist",www.wanaqueps.org,="3416950"
="31",PASSAIC,="5570","Wayne Township Public School District",="","Mr.","DAVID","CITTADINO","Superintendent",dcittadino@wayneschools.com,50 NELLIS DRIVE, ,WAYNE,NJ,="07470",50 NELLIS DRIVE,,,WAYNE,NJ,="07470",="",973-633-3032,"Mrs.","JINNEE","DEMARCO",jdemarco@wayneschools.com,School Business Administrator,Dr.,DANA,SIR,"Director of Special Education","Mr.","SCOT","BURKHOLDER","Anti-Bullying Coordinator","Mr.","SCOT","BURKHOLDER","Dist. Coordinator of State Testing","Mrs.","SUZANNE","FIORAVANTI","LEA Assessment IT Contact","Mrs.","Lauren","Tibbetts","School Safety Specialist",www.wayneschools.com,="3417280"
="31",PASSAIC,="5650","West Milford Township Public School District",="","Dr.","Brian","Kitchin","Superintendent",brian.kitchin@wmtps.org,46 Highlander Drive, ,West Milford,NJ,="07480",46 Highlander Drive,,,West Milford,NJ,="07480",="",973-697-1700 x5031,"Ms.","Melissa","Schott-Bertagno",melissa.bertagno@wmtps.org,School Business Administrator,Dr.,Dana,Swarts,"Director of Special Education","Ms.","Krista","Tripodi","Anti-Bullying Coordinator","Ms.","Karen","Johnson","Dist. Coordinator of State Testing","Mr.","Daniel","Novak","LEA Assessment IT Contact","Mr.","Douglas","Glenn","School Safety Specialist",www.wmtps.org,="3417520"
="31",PASSAIC,="5690","Woodland Park School District",="","Dr.","Michele","Pillari","Superintendent",mpillari@wpschools.org,853 McBride Avenue, ,Woodland Park,NJ,="07424",853 McBride Avenue,,,Woodland Park,NJ,="07424",="",973-317-7710,"Mr.","Aleksandar","Kondovski",akondovski@wpschools.org,School Business Administrator,Dr.,Giovanna,Irizarry,"Director of Special Education","Ms.","Donna","Farraye","Anti-Bullying Coordinator","Mrs.","Sharon","Tomback","Dist. Coordinator of State Testing","Mr.","Matthew","Cielo","LEA Assessment IT Contact","Mr.","Thomas","Bolen","School Safety Specialist",www.wpschools.org,="3417640"
="33",SALEM,="0060","Alloway Twp School District",="","Mrs.","Amy","Morley","Chief School Administrator",morleya@allowayschool.org,43 Cedar Street, ,ALLOWAY,NJ,="08001",PO BOX 327,,,ALLOWAY,NJ,="08001",="",856-935-1622,"Ms.","Shanno","DuBois-Brody",duboiss@allowayschool.org,B. A. / Board Secretary,Ms.,Kari,Foote,"Special Ed. Coordinator","Mrs.","Megan","Matarese","Anti-Bullying Coordinator","Mrs.","Amy","Morley","Dist. Coordinator of State Testing","Ms.","Heather","Principe","LEA Assessment IT Contact","Ms.","Kari","Foote","School Safety Specialist",www.allowayschool.org,="3400810"
="80",SALEM,="7897","Creativity CoLaboratory Charter School",="923","Dr.","Walter","Kappeler","Superintendent",wkappeler@c3school.org,457 Shirley Road, ,Elmer,NJ,="08318",457 Shirley Road,P.O. Box 888,,Elmer,NJ,="08318",="",8563582472,"","Heather","Nigro",hnigro@camdencsn.org,Business Administrator,,Melissa,Hocko,"Special Ed. Coordinator","","Barbara","Rojas","Anti-Bullying Coordinator","Dr.","Walter","Kappeler","Dist. Coordinator of State Testing","","","","","","","","",https://c3school.us/,="0"
="33",SALEM,="1350","Elsinboro Township School District",="","Mrs.","Laural","Kretzer","Chief School Administrator",lkretzer@elsinboroschool.org,631 Salem-Ft. Elfsborg Rd., ,Salem,NJ,="08079",631 Salem-Ft. Elfsborg Rd.,,,Salem,NJ,="08079",="",856-935-3817,"Ms.","Melanie","Allen",mallen@elsinboroschool.org,B. A. / Board Secretary,Mrs.,Cindy,Angel-Leon,"Special Ed. Coordinator","Mrs.","Amy","Weinert","Anti-Bullying Coordinator","Mrs.","Laural","Kretzer","Dist. Coordinator of State Testing","Mrs.","Bethany","Hannah","LEA Assessment IT Contact","Mrs.","Laural","Kretzer","School Safety Specialist",www.elsinboroschool.org,="3404680"
="33",SALEM,="2950","Mannington Township School District",="","Ms.","Kristin","Williams","Superintendent",kwilliams@manningtonschool.org,495 Route 45, ,Salem,NJ,="08079",495 Route 45,,,Salem,NJ,="08079",="",856-935-1078,"Ms.","Karen","Stoms",kstoms@manningtonschool.org,Business Administrator,Ms.,Kristin,Williams,"Director of Child Study Team","Ms.","Marlaina","Spicer","Anti-Bullying Coordinator","Ms.","Kristin","Williams","Dist. Coordinator of State Testing","Mr.","Christopher","Tilton","LEA Assessment IT Contact","Ms.","Kristin","Williams","School Safety Specialist",manningtonschool.org,="3409480"
="33",SALEM,="3860","Oldmans Township School District",="","Mr.","John","Ogbin","Superintendent",jogbin@oldmans.org,10 FREED ROAD, ,PEDRICKTOWN,NJ,="08067",10 Freed Rd.,,,Pedricktown,NJ,="08067",="",856-299-4240,"Ms.","Kayde","Kisielewski",kkisielewski@oldmans.org,School Business Administrator,Mrs.,Meggin,Wentzell,"Supervisor of Special Education Services","Mrs.","Jennie","Schnetzler","Anti-Bullying Coordinator","Mrs.","Melissa","Iocona","Dist. Coordinator of State Testing","","","","","Mr.","John","Ogbin","School Safety Specialist",WWW.OLDMANS.ORG,="3412210"
="33",SALEM,="4070","Penns Grove-Carneys Point Regional School District",="","Dr.","Zenaida","Cobian","Chief School Administrator",zcobian@pgcpschools.org,100 Iona Avenue, ,Penns Grove,NJ,="08069-2057",100 Iona Avenue,,,Penns Grove,NJ,="08069",="2057",856-299-4250  x1120,"Ms.","Christina","Hunt",chunt@pgcpschools.org,Business Administrator,Dr.,Carol,Cannerelli,"Special Ed. Coordinator","Dr.","Sydonie","Maitland","Anti-Bullying Coordinator","Ms.","Kelly","Reising","Dist. Coordinator of State Testing","","","","","Mr.","Arsenio","Gonzalez","School Safety Specialist",www.pgcpschools.org,="3412840"
="33",SALEM,="4075","Pennsville School District",="","Dr.","Kyle","Baker-Plale","Superintendent",kbaker@pv-eagles.org,30 CHURCH STREET, ,PENNSVILLE,NJ,="08070-2199",30 CHURCH STREET,,,PENNSVILLE,NJ,="08070",="2199",856-540-6200 X7159,"Mrs.","Heather","Mayhew",hmayhew@pv-eagles.org,B. A. / Board Secretary,Mrs.,Alicia,Romolini,"Director of Child Study Team","Mr.","Donald","Palmucci","Anti-Bullying Coordinator","Mr.","Richard","Reilley","Dist. Coordinator of State Testing","Mr.","David","Bonowski","LEA Assessment IT Contact","Mr.","Jamison","Thomas","School Safety Specialist",www.psdnet.org,="3409120"
="33",SALEM,="4150","Pittsgrove Township School District",="","Mrs.","Yvette","DuBois Trembley","Superintendent",ydubois@pittsgrove.net,1076 ALMOND ROAD, ,PITTSGROVE,NJ,="08318",1076 ALMOND ROAD,,,PITTSGROVE,NJ,="08318",="",856-358-3094 x4016,"Mr.","Darren","Harris",dharris@pittsgrove.net,School Business Administrator,Mrs.,Michelle,Deaver,"Director of Special Education","Ms.","Germanae","Turner","Anti-Bullying Coordinator","Dr.","Emily","Virga","Dist. Coordinator of State Testing","Mr.","Matthew","Schleicher","LEA Assessment IT Contact","Mrs.","Erika","Kirschner-Stabile","School Safety Specialist",www.pittsgrove.net,="3413110"
="33",SALEM,="4280","Quinton Township School District",="","Mrs.","Gwen","Herman","Chief School Administrator",gherman@quintonschool.info,8 ROBINSON STREET, ,QUINTON,NJ,="08072",8 ROBINSON STREET,PO BOX 365,,QUINTON,NJ,="08072",="",856-935-2379,"Mrs.","Karen","Klaus",kklaus@quintonschool.info,B. A. / Board Secretary,Mrs.,Kim,Bonora,"Child Study Team Chairperson","Mrs.","Mindy","Bacon","Anti-Bullying Coordinator","Mrs.","Jacklyn","Viereck","Dist. Coordinator of State Testing","Mr.","Chris","Tilton","LEA Assessment IT Contact","Mrs.","Gwen","Herman","School Safety Specialist",www.quintonschool.info,="3413500"
="33",SALEM,="4630","Salem City School District",="","Dr.","Carol","Kelley","Superintendent",kelleyc@salemnj.org,205 WALNUT ST, ,SALEM,NJ,="08079",205 WALNUT ST,,,SALEM,NJ,="08079",="",856-935-3800 X4220,"Mr.","Herbert","Schectman",schectman@salemnj.org,Business Administrator,Dr.,Meaghan,Taylor,"Director of Child Study Team","Dr.","Meghan","Taylor","Anti-Bullying Coordinator","Ms.","Fatihah","Abdur-Rahman","Dist. Coordinator of State Testing","Ms.","Chbuzo","Idimaogu","LEA Assessment IT Contact","Mr.","Herbert","Schectman","School Safety Specialist",www.SALEMNJ.ORG,="3414550"
="33",SALEM,="4635","Salem County Special Services School District",="","Mr.","John","Swain","Superintendent",jswain@scsssd.net,880 Route 45, ,Woodstown,NJ,="08098",880 Route 45,,,Woodstown,NJ,="08098",="",856-769-0101 x5301,"Mr.","Frank","Maurer",fmaurer@scsssd.net,B. A. / Board Secretary,Dr.,Meggin,Wentzell,"Director of Child Study Team","Mrs.","Kathleen","Pompper","Anti-Bullying Coordinator","Ms.","Alicia","Smith","Dist. Coordinator of State Testing","Mr.","Harry","Rodriguez","LEA Assessment IT Contact","Mr.","Frank","Maurer","School Safety Specialist",scsssd.org,="3480361"
="33",SALEM,="4640","Salem County Vocational Technical School District",="","Mr.","John","Swain","Superintendent",jswain@scvts.org,880 Rt 45, ,Woodstown,NJ,="08098",880 Rt 45,,,Woodstown,NJ,="08098",="",856-769-0101 x5301,"Dr.","Jennifer","Bates",jbates@scvts.org,School Business Administrator,Mr.,Marjorie,Wentzell,"Special Ed. Coordinator","Mr.","Frank","Maurer","Anti-Bullying Coordinator","Ms.","Alicia","Smith","Dist. Coordinator of State Testing","Mr.","Michael","Allen","LEA Assessment IT Contact","Dr.","Samantha","Shoemaker","School Safety Specialist",www.scvts.org,="3414580"
="33",SALEM,="2800","The Lower Alloways Creek School District",="","Mr.","Michael","Lucchesi","Chief School Administrator",mlucchesi@lacschool.org,967 Main Street - Canton, ,Salem,NJ,="08079",967 Main Street - Canton,,,Salem,NJ,="08079",="",856-935-2707 x210,"Ms.","Karen","Stoms",kstoms@lacschool.org,B. A. / Board Secretary,Mr.,Michael,Lucchesi,"Director of Special Education","Mr.","Michael","Lucchesi","Anti-Bullying Coordinator","Mrs.","Lauren","Milanese","Dist. Coordinator of State Testing","Mr.","Larry","McKee","LEA Assessment IT Contact","","","","",www.lacschool.org,="3409030"
="33",SALEM,="5320","UPPER PITTSGROVE TWP School District",="","Ms.","Kristin","Williams","Chief School Administrator",kwilliams@upsmailbox.net,235 Pine Tavern Rd., ,Monroeville,NJ,="08343",235 Pine Tavern Rd.,,,Monroeville,NJ,="08343",="",856-358-8163 x1000,"Ms.","Jessica","Pate",jpate@upsmailbox.net,School Business Administrator,Ms.,Kristin,Williams,"Director of Child Study Team","Mr.","Philip","McFarland","Anti-Bullying Coordinator","Mr.","Philip","McFarland","Dist. Coordinator of State Testing","","","","","Mr.","John","Sieber","School Safety Specialist",https://www.upsnj.org/,="3416590"
="33",SALEM,="5910","Woodstown-Pilesgrove Regional School District",="","Dr.","Christopher","Meyrick","Superintendent",meyrick.c@woodstown.org,135 East Avenue, ,Woodstown,NJ,="08098",135 East Avenue,,,Woodstown,NJ,="08098",="",856-769-0144 x22252,"Mrs.","Shannon","DuBois-Brody",dubois-brody.s@woodstown.org,Business Administrator,Mr.,Sage,Schmidt,"Director of Student Services","Mrs.","Eliza","Cadorette-Rawley","Anti-Bullying Coordinator","Mr.","Matthew","Ciociola","Dist. Coordinator of State Testing","Mr.","Karlyle","Adams","LEA Assessment IT Contact","Mr.","Jeff","Podolski","School Safety Specialist",www.woodstown.org,="3418330"
="35",SOMERSET,="0240","Bedminster Township Public School District",="","Dr.","Jennifer","Giordano","Superintendent",jgiordano@bedminsterschool.org,234 Somerville Road, ,Bedminster,NJ,="07921",234 Somerville Road,,,Bedminster,NJ,="07921",="",908-234-0768 x290,"Mrs.","Eulalia","Gillis",SBA@bedminsterschool.org,School Business Administrator,Ms.,Kelly,Gutierrez,"Supervisor of Special Services","Mrs.","Lauren","Zugale","Anti-Bullying Coordinator","Mrs.","Lauren","Zugale","Dist. Coordinator of State Testing","Mr.","Kevin","Pickett","LEA Assessment IT Contact","Mr.","Corby","Swan","School Safety Specialist",www.bedminsterschool.org,="3401320"
